date,timestamp,close,volume,symbol,avg_daily_news_sentiment
2020-05-11,1589203800,78.75250244140625,145946400,AAPL,0.0
2020-05-12,1589290200,77.85250091552734,162301200,AAPL,0.0
2020-05-13,1589376600,76.9124984741211,200622400,AAPL,0.0
2020-05-14,1589463000,77.38500213623047,158929200,AAPL,0.0
2020-05-15,1589549400,76.92749786376953,166348400,AAPL,0.0
2020-05-18,1589808600,78.73999786376953,135178400,AAPL,0.0
2020-05-19,1589895000,78.28500366210938,101729600,AAPL,0.0
2020-05-20,1589981400,79.80750274658203,111504800,AAPL,0.0
2020-05-21,1590067800,79.2125015258789,102688800,AAPL,0.0
2020-05-22,1590154200,79.72250366210938,81803200,AAPL,0.0
2020-05-26,1590499800,79.18250274658203,125522000,AAPL,0.0
2020-05-27,1590586200,79.52749633789062,112945200,AAPL,0.0
2020-05-28,1590672600,79.5625,133560800,AAPL,0.0
2020-05-29,1590759000,79.48500061035156,153532400,AAPL,0.0
2020-06-01,1591018200,80.4625015258789,80791200,AAPL,0.0
2020-06-02,1591104600,80.83499908447266,87642800,AAPL,0.0
2020-06-03,1591191000,81.27999877929688,104491200,AAPL,0.0
2020-06-04,1591277400,80.58000183105469,87560400,AAPL,0.0
2020-06-05,1591363800,82.875,137250400,AAPL,0.0
2020-06-08,1591623000,83.36499786376953,95654400,AAPL,0.0
2020-06-09,1591709400,85.99749755859375,147712400,AAPL,0.0
2020-06-10,1591795800,88.20999908447266,166651600,AAPL,0.0
2020-06-11,1591882200,83.9749984741211,201662400,AAPL,0.0
2020-06-12,1591968600,84.69999694824219,200146000,AAPL,0.0
2020-06-15,1592227800,85.74749755859375,138808800,AAPL,0.0
2020-06-16,1592314200,88.0199966430664,165428800,AAPL,0.0
2020-06-17,1592400600,87.89749908447266,114406400,AAPL,0.0
2020-06-18,1592487000,87.93250274658203,96820400,AAPL,0.0
2020-06-19,1592573400,87.43000030517578,264476000,AAPL,0.0
2020-06-22,1592832600,89.71749877929688,135445200,AAPL,0.0
2020-06-23,1592919000,91.63249969482422,212155600,AAPL,0.0
2020-06-24,1593005400,90.01499938964844,192623200,AAPL,0.0
2020-06-25,1593091800,91.20999908447266,137522400,AAPL,0.0
2020-06-26,1593178200,88.40750122070312,205256800,AAPL,0.0
2020-06-29,1593437400,90.44499969482422,130646000,AAPL,0.0
2020-06-30,1593523800,91.19999694824219,140223200,AAPL,0.0
2020-07-01,1593610200,91.02749633789062,110737200,AAPL,0.0
2020-07-02,1593696600,91.02749633789062,114041600,AAPL,0.0
2020-07-06,1594042200,93.4625015258789,118655600,AAPL,0.0
2020-07-07,1594128600,93.17250061035156,112424400,AAPL,0.0
2020-07-08,1594215000,95.34249877929688,117092000,AAPL,0.0
2020-07-09,1594301400,95.75250244140625,125642800,AAPL,0.0
2020-07-10,1594387800,95.91999816894531,90257200,AAPL,0.0
2020-07-13,1594647000,95.47750091552734,191649200,AAPL,0.0
2020-07-14,1594733400,97.05750274658203,170989200,AAPL,0.0
2020-07-15,1594819800,97.7249984741211,153198000,AAPL,0.0
2020-07-16,1594906200,96.52249908447266,110577600,AAPL,0.0
2020-07-17,1594992600,96.32749938964844,92186800,AAPL,0.0
2020-07-20,1595251800,98.35749816894531,90318000,AAPL,0.0
2020-07-21,1595338200,97.0,103433200,AAPL,0.0
2020-07-22,1595424600,97.27249908447266,89001600,AAPL,0.0
2020-07-23,1595511000,92.84500122070312,197004400,AAPL,0.0
2020-07-24,1595597400,92.61499786376953,185438800,AAPL,0.0
2020-07-27,1595856600,94.80999755859375,121214000,AAPL,0.0
2020-07-28,1595943000,93.25250244140625,103625600,AAPL,0.0
2020-07-29,1596029400,95.04000091552734,90329200,AAPL,0.0
2020-07-30,1596115800,96.19000244140625,158130000,AAPL,0.0
2020-07-31,1596202200,106.26000213623047,374336800,AAPL,0.0
2020-08-03,1596461400,108.9375,308151200,AAPL,0.0
2020-08-04,1596547800,109.66500091552734,173071600,AAPL,0.0
2020-08-05,1596634200,110.0625,121776800,AAPL,0.0
2020-08-06,1596720600,113.90249633789062,202428800,AAPL,0.0
2020-08-07,1596807000,111.11250305175781,198045600,AAPL,0.0
2020-08-10,1597066200,112.72750091552734,212403600,AAPL,0.0
2020-08-11,1597152600,109.375,187902400,AAPL,0.0
2020-08-12,1597239000,113.01000213623047,165598000,AAPL,0.0
2020-08-13,1597325400,115.01000213623047,210082000,AAPL,0.0
2020-08-14,1597411800,114.90750122070312,165565200,AAPL,0.0
2020-08-17,1597671000,114.60749816894531,119561600,AAPL,0.0
2020-08-18,1597757400,115.5625,105633600,AAPL,0.0
2020-08-19,1597843800,115.7074966430664,145538000,AAPL,0.0
2020-08-20,1597930200,118.2750015258789,126907200,AAPL,0.0
2020-08-21,1598016600,124.37000274658203,338054800,AAPL,0.0
2020-08-24,1598275800,125.85749816894531,345937600,AAPL,0.0
2020-08-25,1598362200,124.82499694824219,211495600,AAPL,0.0
2020-08-26,1598448600,126.52249908447266,163022400,AAPL,0.0
2020-08-27,1598535000,125.01000213623047,155552400,AAPL,0.0
2020-08-28,1598621400,124.80750274658203,187630000,AAPL,0.0
2020-08-31,1598880600,129.0399932861328,225702700,AAPL,0.0
2020-09-01,1598967000,134.17999267578125,151948100,AAPL,0.0
2020-09-02,1599053400,131.39999389648438,200119000,AAPL,0.0
2020-09-03,1599139800,120.87999725341797,257599600,AAPL,0.0
2020-09-04,1599226200,120.95999908447266,332607200,AAPL,0.0
2020-09-08,1599571800,112.81999969482422,231366600,AAPL,0.0
2020-09-09,1599658200,117.31999969482422,176940500,AAPL,0.0
2020-09-10,1599744600,113.48999786376953,182274400,AAPL,0.0
2020-09-11,1599831000,112.0,180860300,AAPL,0.0
2020-09-14,1600090200,115.36000061035156,140150100,AAPL,0.0
2020-09-15,1600176600,115.54000091552734,184642000,AAPL,0.0
2020-09-16,1600263000,112.12999725341797,154679000,AAPL,0.0
2020-09-17,1600349400,110.33999633789062,178011000,AAPL,0.0
2020-09-18,1600435800,106.83999633789062,287104900,AAPL,0.0
2020-09-21,1600695000,110.08000183105469,195713800,AAPL,0.0
2020-09-22,1600781400,111.80999755859375,183055400,AAPL,0.0
2020-09-23,1600867800,107.12000274658203,150718700,AAPL,0.0
2020-09-24,1600954200,108.22000122070312,167743300,AAPL,0.0
2020-09-25,1601040600,112.27999877929688,149981400,AAPL,0.0
2020-09-28,1601299800,114.95999908447266,137672400,AAPL,0.0
2020-09-29,1601386200,114.08999633789062,99382200,AAPL,0.0
2020-09-30,1601472600,115.80999755859375,142675200,AAPL,0.0
2020-10-01,1601559000,116.79000091552734,116120400,AAPL,0.0
2020-10-02,1601645400,113.0199966430664,144712000,AAPL,0.0
2020-10-05,1601904600,116.5,106243800,AAPL,0.0
2020-10-06,1601991000,113.16000366210938,161498200,AAPL,0.0
2020-10-07,1602077400,115.08000183105469,96849000,AAPL,0.0
2020-10-08,1602163800,114.97000122070312,83477200,AAPL,0.0
2020-10-09,1602250200,116.97000122070312,100506900,AAPL,0.0
2020-10-12,1602509400,124.4000015258789,240226800,AAPL,0.0
2020-10-13,1602595800,121.0999984741211,262330500,AAPL,0.0
2020-10-14,1602682200,121.19000244140625,150712000,AAPL,0.0
2020-10-15,1602768600,120.70999908447266,112559200,AAPL,0.0
2020-10-16,1602855000,119.0199966430664,115393800,AAPL,0.0
2020-10-19,1603114200,115.9800033569336,120639300,AAPL,0.0
2020-10-20,1603200600,117.51000213623047,124423700,AAPL,0.0
2020-10-21,1603287000,116.87000274658203,89946000,AAPL,0.0
2020-10-22,1603373400,115.75,101988000,AAPL,0.0
2020-10-23,1603459800,115.04000091552734,82572600,AAPL,0.0
2020-10-26,1603719000,115.05000305175781,111850700,AAPL,0.0
2020-10-27,1603805400,116.5999984741211,92276800,AAPL,0.0
2020-10-28,1603891800,111.19999694824219,143937800,AAPL,0.0
2020-10-29,1603978200,115.31999969482422,146129200,AAPL,0.0
2020-10-30,1604064600,108.86000061035156,190272600,AAPL,0.0
2020-11-02,1604327400,108.7699966430664,122866900,AAPL,0.0
2020-11-03,1604413800,110.44000244140625,107624400,AAPL,0.0
2020-11-04,1604500200,114.94999694824219,138235500,AAPL,0.0
2020-11-05,1604586600,119.02999877929688,126387100,AAPL,0.0
2020-11-06,1604673000,118.69000244140625,114457900,AAPL,0.0
2020-11-09,1604932200,116.31999969482422,154515300,AAPL,0.0
2020-11-10,1605018600,115.97000122070312,138023400,AAPL,0.0
2020-11-11,1605105000,119.48999786376953,112295000,AAPL,0.0
2020-11-12,1605191400,119.20999908447266,103162300,AAPL,0.0
2020-11-13,1605277800,119.26000213623047,81581900,AAPL,0.0
2020-11-16,1605537000,120.30000305175781,91183000,AAPL,0.0
2020-11-17,1605623400,119.38999938964844,74271000,AAPL,0.0
2020-11-18,1605709800,118.02999877929688,76322100,AAPL,0.0
2020-11-19,1605796200,118.63999938964844,74113000,AAPL,0.0
2020-11-20,1605882600,117.33999633789062,73604300,AAPL,0.0
2020-11-23,1606141800,113.8499984741211,127959300,AAPL,0.0
2020-11-24,1606228200,115.16999816894531,113874200,AAPL,0.0
2020-11-25,1606314600,116.02999877929688,76499200,AAPL,0.0
2020-11-27,1606487400,116.58999633789062,46691300,AAPL,0.0
2020-11-30,1606746600,119.05000305175781,169410200,AAPL,0.0
2020-12-01,1606833000,122.72000122070312,127728200,AAPL,0.0
2020-12-02,1606919400,123.08000183105469,89004200,AAPL,0.0
2020-12-03,1607005800,122.94000244140625,78967600,AAPL,0.0
2020-12-04,1607092200,122.25,78260400,AAPL,0.0
2020-12-07,1607351400,123.75,86712000,AAPL,0.0
2020-12-08,1607437800,124.37999725341797,82225500,AAPL,0.0
2020-12-09,1607524200,121.77999877929688,115089200,AAPL,0.0
2020-12-10,1607610600,123.23999786376953,81312200,AAPL,0.0
2020-12-11,1607697000,122.41000366210938,86939800,AAPL,0.0
2020-12-14,1607956200,121.77999877929688,79184500,AAPL,0.0
2020-12-15,1608042600,127.87999725341797,157243700,AAPL,0.0
2020-12-16,1608129000,127.80999755859375,98208600,AAPL,0.0
2020-12-17,1608215400,128.6999969482422,94359800,AAPL,0.0
2020-12-18,1608301800,126.66000366210938,192541500,AAPL,0.0
2020-12-21,1608561000,128.22999572753906,121251600,AAPL,0.0
2020-12-22,1608647400,131.8800048828125,168904800,AAPL,0.0
2020-12-23,1608733800,130.9600067138672,88223700,AAPL,0.0
2020-12-24,1608820200,131.97000122070312,54930100,AAPL,0.0
2020-12-28,1609165800,136.69000244140625,124486200,AAPL,0.0
2020-12-29,1609252200,134.8699951171875,121047300,AAPL,0.0
2020-12-30,1609338600,133.72000122070312,96452100,AAPL,0.0
2020-12-31,1609425000,132.69000244140625,99116600,AAPL,0.0
2021-01-04,1609770600,129.41000366210938,143301900,AAPL,0.0
2021-01-05,1609857000,131.00999450683594,97664900,AAPL,0.0
2021-01-06,1609943400,126.5999984741211,155088000,AAPL,0.0
2021-01-07,1610029800,130.9199981689453,109578200,AAPL,0.0
2021-01-08,1610116200,132.0500030517578,105158200,AAPL,0.0
2021-01-11,1610375400,128.97999572753906,100384500,AAPL,0.0
2021-01-12,1610461800,128.8000030517578,91951100,AAPL,0.0
2021-01-13,1610548200,130.88999938964844,88636800,AAPL,0.0
2021-01-14,1610634600,128.91000366210938,90221800,AAPL,0.0
2021-01-15,1610721000,127.13999938964844,111598500,AAPL,0.0
2021-01-19,1611066600,127.83000183105469,90757300,AAPL,0.0
2021-01-20,1611153000,132.02999877929688,104319500,AAPL,0.0
2021-01-21,1611239400,136.8699951171875,120150900,AAPL,0.0
2021-01-22,1611325800,139.07000732421875,114459400,AAPL,0.0
2021-01-25,1611585000,142.9199981689453,157611700,AAPL,0.0
2021-01-26,1611671400,143.16000366210938,98390600,AAPL,0.0
2021-01-27,1611757800,142.05999755859375,140843800,AAPL,0.0
2021-01-28,1611844200,137.08999633789062,142621100,AAPL,0.0
2021-01-29,1611930600,131.9600067138672,177523800,AAPL,0.0
2021-02-01,1612189800,134.13999938964844,106239800,AAPL,0.0
2021-02-02,1612276200,134.99000549316406,83305400,AAPL,0.0
2021-02-03,1612362600,133.94000244140625,89880900,AAPL,0.0
2021-02-04,1612449000,137.38999938964844,84183100,AAPL,0.0
2021-02-05,1612535400,136.75999450683594,75693800,AAPL,0.0
2021-02-08,1612794600,136.91000366210938,71297200,AAPL,0.0
2021-02-09,1612881000,136.00999450683594,76774200,AAPL,0.0
2021-02-10,1612967400,135.38999938964844,73046600,AAPL,0.0
2021-02-11,1613053800,135.1300048828125,64280000,AAPL,0.0
2021-02-12,1613140200,135.3699951171875,60145100,AAPL,0.0
2021-02-16,1613485800,133.19000244140625,80576300,AAPL,0.0
2021-02-17,1613572200,130.83999633789062,97918500,AAPL,0.0
2021-02-18,1613658600,129.7100067138672,96856700,AAPL,0.0
2021-02-19,1613745000,129.8699951171875,87668800,AAPL,0.0
2021-02-22,1614004200,126.0,103916400,AAPL,0.0
2021-02-23,1614090600,125.86000061035156,158273000,AAPL,0.0
2021-02-24,1614177000,125.3499984741211,111039900,AAPL,0.0
2021-02-25,1614263400,120.98999786376953,148199500,AAPL,0.0
2021-02-26,1614349800,121.26000213623047,164560400,AAPL,0.0
2021-03-01,1614609000,127.79000091552734,116307900,AAPL,0.0
2021-03-02,1614695400,125.12000274658203,102260900,AAPL,0.0
2021-03-03,1614781800,122.05999755859375,112966300,AAPL,0.0
2021-03-04,1614868200,120.12999725341797,178155000,AAPL,0.0
2021-03-05,1614954600,121.41999816894531,153766600,AAPL,0.0
2021-03-08,1615213800,116.36000061035156,154376600,AAPL,0.0
2021-03-09,1615300200,121.08999633789062,129525800,AAPL,0.0
2021-03-10,1615386600,119.9800033569336,111943300,AAPL,0.0
2021-03-11,1615473000,121.95999908447266,103026500,AAPL,0.0
2021-03-12,1615559400,121.02999877929688,88105100,AAPL,0.0
2021-03-15,1615815000,123.98999786376953,92403800,AAPL,0.0
2021-03-16,1615901400,125.56999969482422,115227900,AAPL,0.0
2021-03-17,1615987800,124.76000213623047,111932600,AAPL,0.0
2021-03-18,1616074200,120.52999877929688,121229700,AAPL,0.0
2021-03-19,1616160600,119.98999786376953,185549500,AAPL,0.0
2021-03-22,1616419800,123.38999938964844,111912300,AAPL,0.0
2021-03-23,1616506200,122.54000091552734,95467100,AAPL,0.0
2021-03-24,1616592600,120.08999633789062,88530500,AAPL,0.0
2021-03-25,1616679000,120.58999633789062,98844700,AAPL,0.0
2021-03-26,1616765400,121.20999908447266,94071200,AAPL,0.0
2021-03-29,1617024600,121.38999938964844,80819200,AAPL,0.0
2021-03-30,1617111000,119.9000015258789,85671900,AAPL,0.0
2021-03-31,1617197400,122.1500015258789,118323800,AAPL,0.0
2021-04-01,1617283800,123.0,75089100,AAPL,0.0
2021-04-05,1617629400,125.9000015258789,88651200,AAPL,0.0
2021-04-06,1617715800,126.20999908447266,80171300,AAPL,0.0
2021-04-07,1617802200,127.9000015258789,83466700,AAPL,0.0
2021-04-08,1617888600,130.36000061035156,88844600,AAPL,0.0
2021-04-09,1617975000,133.0,106686700,AAPL,0.0
2021-04-12,1618234200,131.24000549316406,91420000,AAPL,0.0
2021-04-13,1618320600,134.42999267578125,91266500,AAPL,0.0
2021-04-14,1618407000,132.02999877929688,87222800,AAPL,0.0
2021-04-15,1618493400,134.5,89347100,AAPL,0.0
2021-04-16,1618579800,134.16000366210938,84922400,AAPL,0.0
2021-04-19,1618839000,134.83999633789062,94264200,AAPL,0.0
2021-04-20,1618925400,133.11000061035156,94812300,AAPL,0.0
2021-04-21,1619011800,133.5,68847100,AAPL,0.0
2021-04-22,1619098200,131.94000244140625,84566500,AAPL,0.0
2021-04-23,1619184600,134.32000732421875,78657500,AAPL,0.0
2021-04-26,1619443800,134.72000122070312,66905100,AAPL,0.0
2021-04-27,1619530200,134.38999938964844,66015800,AAPL,0.0
2021-04-28,1619616600,133.5800018310547,107760100,AAPL,0.0
2021-04-29,1619703000,133.47999572753906,151101000,AAPL,0.0
2021-04-30,1619789400,131.4600067138672,109839500,AAPL,0.0
2021-05-03,1620048600,132.5399932861328,75135100,AAPL,0.0
2021-05-04,1620135000,127.8499984741211,137564700,AAPL,0.0
2021-05-05,1620221400,128.10000610351562,84000900,AAPL,0.0
2021-05-06,1620307800,129.74000549316406,78128300,AAPL,0.0
2021-05-07,1620394200,130.2100067138672,78973300,AAPL,0.0
2021-05-10,1620653400,126.8499984741211,88071200,AAPL,0.0
2021-05-11,1620739800,125.91000366210938,126142800,AAPL,0.0
2021-05-12,1620826200,122.7699966430664,112172300,AAPL,0.0
2021-05-13,1620912600,124.97000122070312,105861300,AAPL,0.0
2021-05-14,1620999000,127.44999694824219,81918000,AAPL,0.0
2021-05-17,1621258200,126.2699966430664,74244600,AAPL,0.0
2021-05-18,1621344600,124.8499984741211,63342900,AAPL,0.0
2021-05-19,1621431000,124.69000244140625,92612000,AAPL,0.0
2021-05-20,1621517400,127.30999755859375,76857100,AAPL,0.0
